"SORTR","YEAR","Level","RESA_NAME","SYSTEMID","SYSTEMNAME","SCHOOLID","SCHOOLNAME","CATEGORY","SUBGROUP","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","PCT_ON_OR_ABOVE_MIDPOINT","LEXILE_BELOW_GRADE_LEVEL","PCT_BELOW_GRADELEVEL","LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_BELOW_MIDPOINT","LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","PCT_LEXILE_ON_GRADELEVEL_ABOVE_MIDPOINT","LEXILE_ABOVE_GRADE_LEVEL","PCT_LEXILE_ABOVE_GRADE_LEVEL"
2,2018,"DISTRICT Level","Pioneer RESA","606","Banks County","606","Banks County","All Students","All Students","05","213","213",128,"60.0939",50,"23.4742",35,"16.4319",29,"13.615",99,"46.4789"
2,2018,"DISTRICT Level","Pioneer RESA","606","Banks County","606","Banks County","All Students","All Students","08","198","198",137,"69.1919",45,"22.7273",16,"8.0808",41,"20.7071",96,"48.4848"
2,2018,"DISTRICT Level","First District RESA","601","Appling County","601","Appling County","All Students","All Students","05","275","275",111,"40.3636",94,"34.1818",70,"25.4545",41,"14.9091",70,"25.4545"
2,2018,"DISTRICT Level","First District RESA","601","Appling County","601","Appling County","All Students","All Students","03","273","273",107,"39.1941",86,"31.5018",80,"29.304",63,"23.0769",44,"16.1172"
2,2018,"DISTRICT Level","First District RESA","601","Appling County","601","Appling County","All Students","All Students","08","249","249",138,"55.4217",78,"31.3253",33,"13.253",50,"20.0803",88,"35.3414"
2,2018,"DISTRICT Level","Okefenokee RESA","602","Atkinson County","602","Atkinson County","All Students","All Students","08","110","110",71,"64.5455",24,"21.8182",15,"13.6364",22,"20",49,"44.5455"
2,2018,"DISTRICT Level","Okefenokee RESA","602","Atkinson County","602","Atkinson County","All Students","All Students","05","125","125",66,"52.8",28,"22.4",31,"24.8",27,"21.6",39,"31.2"
2,2018,"DISTRICT Level","Okefenokee RESA","602","Atkinson County","602","Atkinson County","All Students","All Students","03","128","128",57,"44.5313",23,"17.9688",47,"36.7188",40,"31.25",17,"13.2813"
2,2018,"DISTRICT Level","Metro RESA","761","Atlanta Public Schools","761","Atlanta Public Schools","All Students","All Students","03","4724","4724",1898,"40.1778",1699,"35.9653",1127,"23.8569",938,"19.8561",960,"20.3218"
2,2018,"DISTRICT Level","Metro RESA","761","Atlanta Public Schools","761","Atlanta Public Schools","All Students","All Students","05","4344","4344",2014,"46.3628",1469,"33.8168",861,"19.8204",515,"11.8554",1499,"34.5074"
2,2018,"DISTRICT Level","Metro RESA","761","Atlanta Public Schools","761","Atlanta Public Schools","All Students","All Students","08","3304","3304",1825,"55.2361",1132,"34.2615",347,"10.5024",556,"16.8281",1269,"38.408"
2,2018,"DISTRICT Level","Okefenokee RESA","603","Bacon County","603","Bacon County","All Students","All Students","08","155","155",105,"67.7419",34,"21.9355",16,"10.3226",34,"21.9355",71,"45.8065"
2,2018,"DISTRICT Level","Okefenokee RESA","603","Bacon County","603","Bacon County","All Students","All Students","05","151","151",66,"43.7086",40,"26.4901",45,"29.8013",27,"17.8808",39,"25.8278"
2,2018,"DISTRICT Level","Okefenokee RESA","603","Bacon County","603","Bacon County","All Students","All Students","03","151","151",63,"41.7219",33,"21.8543",55,"36.4238",43,"28.4768",20,"13.245"
2,2018,"DISTRICT Level","Southwest Georgia RESA","604","Baker County","604","Baker County","All Students","All Students","03","24","24",5,"20.8333",12,"50",7,"29.1667",4,"16.6667",1,"4.1667"
2,2018,"DISTRICT Level","Southwest Georgia RESA","604","Baker County","604","Baker County","All Students","All Students","08","20","20",10,"50",6,"30",4,"20",3,"15",7,"35"
2,2018,"DISTRICT Level","Southwest Georgia RESA","604","Baker County","604","Baker County","All Students","All Students","05","16","16",2,"12.5",11,"68.75",3,"18.75",2,"12.5",0,"0"
2,2018,"DISTRICT Level","Southwest Georgia RESA","619","Calhoun County","619","Calhoun County","All Students","All Students","03","27","27",3,"11.1111",11,"40.7407",13,"48.1481",3,"11.1111",0,"0"
2,2018,"DISTRICT Level","Southwest Georgia RESA","619","Calhoun County","619","Calhoun County","All Students","All Students","05","53","53",9,"16.9811",28,"52.8302",16,"30.1887",3,"5.6604",6,"11.3208"
2,2018,"DISTRICT Level","Southwest Georgia RESA","619","Calhoun County","619","Calhoun County","All Students","All Students","08","41","41",17,"41.4634",17,"41.4634",7,"17.0732",6,"14.6341",11,"26.8293"
2,2018,"DISTRICT Level","Okefenokee RESA","620","Camden County","620","Camden County","All Students","All Students","03","713","713",417,"58.4853",101,"14.1655",195,"27.3492",193,"27.0687",224,"31.4165"
2,2018,"DISTRICT Level","Okefenokee RESA","620","Camden County","620","Camden County","All Students","All Students","05","734","734",519,"70.7084",83,"11.3079",132,"17.9837",106,"14.4414",413,"56.267"
2,2018,"DISTRICT Level","Okefenokee RESA","620","Camden County","620","Camden County","All Students","All Students","08","662","662",526,"79.4562",76,"11.4804",60,"9.0634",111,"16.7674",415,"62.6888"
2,2018,"DISTRICT Level","First District RESA","621","Candler County","621","Candler County","All Students","All Students","03","153","153",65,"42.4837",50,"32.6797",38,"24.8366",37,"24.183",28,"18.3007"
2,2018,"DISTRICT Level","First District RESA","621","Candler County","621","Candler County","All Students","All Students","05","170","170",77,"45.2941",66,"38.8235",27,"15.8824",24,"14.1176",53,"31.1765"
2,2018,"DISTRICT Level","First District RESA","621","Candler County","621","Candler County","All Students","All Students","08","175","175",87,"49.7143",66,"37.7143",22,"12.5714",28,"16",59,"33.7143"
2,2018,"DISTRICT Level","West Georgia RESA","622","Carroll County","622","Carroll County","All Students","All Students","08","943","943",587,"62.2481",242,"25.6628",114,"12.0891",179,"18.982",408,"43.2662"
2,2018,"DISTRICT Level","West Georgia RESA","622","Carroll County","622","Carroll County","All Students","All Students","05","1186","1186",671,"56.5767",244,"20.5734",271,"22.8499",205,"17.285",466,"39.2917"
2,2018,"DISTRICT Level","Coastal Plains RESA","614","Brooks County","614","Brooks County","All Students","All Students","03","152","152",41,"26.9737",62,"40.7895",49,"32.2368",26,"17.1053",15,"9.8684"
2,2018,"DISTRICT Level","Coastal Plains RESA","614","Brooks County","614","Brooks County","All Students","All Students","05","164","164",62,"37.8049",48,"29.2683",54,"32.9268",27,"16.4634",35,"21.3415"
2,2018,"DISTRICT Level","Coastal Plains RESA","614","Brooks County","614","Brooks County","All Students","All Students","08","122","122",63,"51.6393",44,"36.0656",15,"12.2951",17,"13.9344",46,"37.7049"
